1,0,0,potted plant,1.955167293548584,103.70407104492188,0.3247417211532593
1,0,1,tv,10.028663635253906,2131.427001953125,0.9999442100524902
1,0,3,chair,3.166822910308838,391.3827819824219,0.9269005060195923
1,0,7,person,3.3698172569274902,492.4278564453125,0.7416577935218811
1,0,9,microwave,1.8418068885803223,38.10651397705078,0.9959902763366699
1,0,10,refrigerator,2.896472930908203,354.2921447753906,0.7392246723175049
0,0,11,book,1.9071224927902222,65.49219512939453,0.710841953754425
1,0,13,clock,1.8508472442626953,40.33049011230469,1.0
1,0,14,vase,3.0902199745178223,360.03192138671875,0.9845001697540283
1,0,19,dining table,2.8175837993621826,293.1788024902344,0.9620239734649658
1,1,0,bear,166.1752471923828,43886.35546875,0.9162607789039612
1,2,0,bed,38.3712158203125,10234.5361328125,0.8320508003234863
1,2,1,potted plant,3.32478404045105,417.21307373046875,1.0
1,2,2,book,1.8042571544647217,39.781795501708984,0.5880992412567139
0,2,7,chair,5.0368804931640625,859.4581909179688,0.9896332621574402
1,3,0,stop sign,14.211551666259766,4316.419921875,0.4823225736618042
1,3,1,truck,1.8822166919708252,120.39447021484375,-0.14822494983673096
1,3,2,car,1.7270554304122925,13.498915672302246,0.4969598054885864
1,4,0,teddy bear,36.72557830810547,10559.666015625,0.695818305015564
0,4,3,bed,11.556609153747559,2526.35986328125,0.9965773224830627
1,5,0,person,18.09651756286621,4511.3134765625,0.8589171171188354
1,5,1,skis,3.240530252456665,400.1845397949219,0.977577805519104
1,6,0,refrigerator,25.207965850830078,8364.56640625,0.4368889331817627
1,6,1,oven,17.894136428833008,4227.23681640625,0.9597821831703186
0,7,0,sports ball,1.7695202827453613,41.11807632446289,0.06566214561462402
1,7,1,person,11.336512565612793,2804.2421875,0.7582219839096069
1,7,3,baseball glove,2.098202705383301,224.64373779296875,-0.06439673900604248
1,8,0,person,7.072861194610596,1703.690673828125,0.6143926382064819
1,8,5,tennis racket,2.8808646202087402,303.6961975097656,1.0
1,9,0,tennis racket,3.2800817489624023,405.7774353027344,1.0
1,9,1,handbag,1.857055902481079,41.913265228271484,1.0
1,9,3,person,6.6829447746276855,1432.63671875,0.7825579047203064
1,9,13,backpack,1.9998552799224854,78.42765045166016,1.0
1,10,0,bird,2.030400276184082,182.13693237304688,-0.037871479988098145
1,10,1,boat,2.8541674613952637,296.86932373046875,1.0
1,10,3,person,3.282565116882324,406.4119873046875,1.0
1,10,7,cell phone,1.966949224472046,70.01250457763672,1.0
1,10,8,backpack,2.143275260925293,115.09748077392578,1.0
1,10,9,handbag,6.8475847244262695,1641.502197265625,0.6061669588088989
1,11,0,cell phone,5.208829402923584,1244.44384765625,0.44498926401138306
0,11,1,clock,1.8409134149551392,37.78718185424805,1.0
1,11,2,person,122.53800964355469,30903.19921875,0.9997552037239075
0,12,0,train,24.527193069458008,6320.79931640625,0.8469219207763672
1,12,1,person,3.265552043914795,529.60986328125,0.5236581563949585
1,13,0,sandwich,33.60904312133789,9820.3759765625,0.6610801219940186
1,13,1,bowl,13.381257057189941,3977.222900390625,0.5021754503250122
1,14,0,person,2.270324945449829,408.3370361328125,-0.26075685024261475
1,14,1,surfboard,2.498410701751709,205.91087341308594,1.0
1,15,0,laptop,24.154590606689453,6592.33642578125,0.741578996181488
