1,0,0,potted plant,1.881450891494751,103.5771484375
1,0,1,tv,9.090838432312012,2129.602294921875
1,0,3,chair,2.904026508331299,390.8861999511719
1,0,7,person,3.2031443119049072,492.1001892089844
1,0,9,microwave,1.7997989654541016,38.04905700683594
1,0,10,refrigerator,2.6354827880859375,353.7870178222656
0,0,11,book,1.840369462966919,65.3993148803711
1,0,13,clock,1.8401509523391724,40.33732604980469
1,0,14,vase,2.8046786785125732,359.47100830078125
1,0,19,dining table,2.659581184387207,292.88592529296875
1,1,0,bear,138.85679626464844,43831.75390625
1,2,0,bed,30.193559646606445,10218.212890625
1,2,1,potted plant,3.1230628490448,416.8306884765625
1,2,2,book,1.768449306488037,39.7578125
0,2,7,chair,4.384174346923828,858.198486328125
1,3,0,stop sign,10.564215660095215,4309.14111328125
1,3,1,truck,1.8227567672729492,120.2871322631836
1,3,2,car,1.7144919633865356,13.490094184875488
1,4,0,teddy bear,27.82556915283203,10541.92578125
0,4,3,bed,10.245413780212402,2523.763916015625
1,5,0,person,13.913837432861328,4502.9658203125
1,5,1,skis,3.019123077392578,399.76129150390625
1,6,0,refrigerator,19.571237564086914,8353.326171875
1,6,1,oven,16.856552124023438,4225.17919921875
0,7,0,sports ball,1.744126796722412,41.09498977661133
1,7,1,person,8.597079277038574,2798.798095703125
1,7,3,baseball glove,1.9819859266281128,224.4184112548828
1,8,0,person,5.46082878112793,1700.4847412109375
1,8,5,tennis racket,2.852376937866211,303.6451110839844
1,9,0,tennis racket,3.042247772216797,405.3321533203125
1,9,1,handbag,1.8470044136047363,41.90339660644531
1,9,3,person,5.527353763580322,1430.3818359375
1,9,13,backpack,1.9646860361099243,78.38072967529297
1,10,0,bird,1.9265508651733398,181.9338836669922
1,10,1,boat,2.773077964782715,296.7178649902344
1,10,3,person,3.144242763519287,406.1590881347656
1,10,7,cell phone,1.9592406749725342,70.00407409667969
1,10,8,backpack,2.1217257976531982,115.06109619140625
1,10,9,handbag,5.39705753326416,1638.6229248046875
1,11,0,cell phone,4.1688008308410645,1242.3741455078125
0,11,1,clock,1.828933835029602,37.771060943603516
1,11,2,person,111.22376251220703,30880.5859375
0,12,0,train,19.183717727661133,6310.14990234375
1,12,1,person,2.789870500564575,528.691650390625
1,13,0,sandwich,24.3488826751709,9801.88671875
1,13,1,bowl,11.278014183044434,3973.0380859375
1,14,0,person,2.093890905380249,407.9942321777344
1,14,1,surfboard,2.4467151165008545,205.81654357910156
1,15,0,laptop,18.875850677490234,6581.8037109375
1,15,1,mouse,2.393495559692383,394.59039306640625
1,15,2,keyboard,9.570489883422852,2667.022216796875
0,15,3,tv,18.86211585998535,5502.53564453125
1,16,0,car,5.537458419799805,1530.3812255859375
1,16,4,truck,1.8538004159927368,44.7763671875
1,17,0,bus,75.40409851074219,25962.8828125
1,17,1,person,1.9513378143310547,98.3703384399414
1,18,0,cat,68.4048080444336,22912.35546875
1,18,1,keyboard,21.544719696044922,7182.09619140625
1,19,0,airplane,1.827631950378418,102.82938385009766
1,19,2,person,1.7279157638549805,8.904088973999023
1,20,0,zebra,40.490455627441406,14201.6279296875
1,21,0,bed,14.060009002685547,7272.65234375
1,21,1,chair,7.143620491027832,1620.3653564453125
1,21,3,dining table,6.780405521392822,1668.9447021484375
1,22,0,bus,79.15975952148438,26760.744140625
1,22,1,person,3.007307529449463,377.6728210449219
1,22,3,tie,1.7516053915023804,16.509746551513672
1,22,6,traffic light,1.9719161987304688,71.28582763671875
1,23,0,bowl,100.7553482055664,30945.03515625
1,23,1,apple,22.354724884033203,6390.4814453125
1,24,0,person,4.674570560455322,1819.42724609375
1,24,2,baseball bat,2.000779628753662,82.3702163696289
1,25,0,knife,2.939405918121338,562.1581420898438
1,25,2,cake,19.954545974731445,6539.55322265625
1,25,3,wine glass,4.260207176208496,834.3506469726562
1,25,12,cup,3.533296823501587,670.2160034179688
1,25,14,dining table,120.11201477050781,37235.19921875
1,26,0,person,2.882476806640625,919.2720336914062
1,26,1,surfboard,2.4115090370178223,253.4697265625
1,27,0,tie,1.7646734714508057,23.68330192565918
1,27,4,person,4.04118537902832,1166.6268310546875
1,28,0,wine glass,5.533828258514404,2152.06787109375
1,28,1,cup,6.941915512084961,1797.97412109375
1,28,3,knife,2.4508042335510254,205.19126892089844
1,28,4,spoon,3.363576650619507,474.4815368652344
1,28,6,dining table,116.87110900878906,38458.2890625
1,28,7,person,5.639813423156738,1482.93994140625
1,29,0,person,3.8033437728881836,1074.69677734375
1,29,4,skis,2.1654672622680664,150.11582946777344
1,30,0,person,2.8807692527770996,890.767822265625
1,30,1,skis,1.732731580734253,22.468433380126953
1,31,0,banana,27.28005599975586,11904.1845703125
1,31,1,donut,40.239044189453125,12412.916015625
0,32,0,dining table,112.46469116210938,35626.05078125
1,32,1,cup,20.39670753479004,5240.158203125
1,32,2,knife,13.782334327697754,3478.40869140625
1,33,0,bottle,1.9831116199493408,160.62908935546875
1,33,7,person,18.969655990600586,5934.4599609375
1,33,12,wine glass,1.88911771774292,60.58067321777344
1,33,13,cup,1.824877142906189,42.35032272338867
1,33,15,handbag,2.453413486480713,235.1324462890625
1,34,0,bird,1.711492896080017,16.05112648010254
1,34,3,boat,2.1733930110931396,180.85525512695312
1,35,0,person,52.18003845214844,20222.103515625
1,35,1,sink,3.590573787689209,491.9503173828125
1,35,2,toilet,23.01154136657715,5913.07421875
1,36,0,person,1.7203197479248047,48.747352600097656
1,36,4,skis,1.704655408859253,4.148321628570557
1,36,5,backpack,1.7330379486083984,11.275862693786621
1,37,0,broccoli,6.000565052032471,2184.034423828125
1,37,2,bowl,140.61070251464844,46617.62109375
1,38,0,person,22.993196487426758,8792.2236328125
