Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
Stage 1,"(88,)",Yes,0.9817104936646057,0.9817031209351157
Stage 2,"(88,)",['No recurse'],0.9817104936646057,0.9817031209351157
Stage 1,"(169,)",No,0.9783499241875244,0.9783449092641855
Stage 2,"(169,)",['No recurse'],0.9783499241875244,0.9783449092641855
Stage 1,"(406,)",Yes,0.9565930963562561,0.9565846578779434
Stage 2,"(406,)",['No recurse'],0.9565930963562561,0.9565846578779434
Stage 1,"(514,)",Yes,0.9934832454727722,0.9934731788154113
Stage 2,"(514,)",['No recurse'],0.9934832454727722,0.9934731788154113
Stage 1,"(784,)",Yes,0.9889862538384033,0.9889787085709855
Stage 2,"(784,)",['No recurse'],0.9889862538384033,0.9889787085709855
Stage 1,"(874,)",Yes,0.8669058085487915,0.8668936141348679
Stage 2,"(874,)",['No recurse'],0.8669058085487915,0.8668936141348679
Stage 1,"(895,)",No,0.9954389930771423,0.9954344838848304
Stage 2,"(895,)",['No recurse'],0.9954389930771423,0.9954344838848304
Stage 1,"(1743,)",No,0.9952247143791748,0.9952219857579809
Stage 2,"(1743,)",['No recurse'],0.9952247143791748,0.9952219857579809
Stage 1,"(1798,)",Yes,0.9868676663445068,0.9868539021193675
Stage 2,"(1798,)",['No recurse'],0.9868676663445068,0.9868539021193675
Stage 1,"(2350,)",Yes,0.988283097843988,0.9882762648163101
Stage 2,"(2350,)",['No recurse'],0.988283097843988,0.9882762648163101
Stage 1,"(2398,)",Yes,0.9847812653587891,0.9847735173823168
Stage 2,"(2398,)",['No recurse'],0.9847812653587891,0.9847735173823168
Stage 1,"(2650,)",Yes,0.975543737511499,0.9755340852173559
Stage 2,"(2650,)",['No recurse'],0.975543737511499,0.9755340852173559
Stage 1,"(3088,)",Yes,0.9817104936646057,0.9817031209351157
Stage 2,"(3088,)",['No recurse'],0.9817104936646057,0.9817031209351157
Stage 1,"(3406,)",Yes,0.9565930963562561,0.9565846578779434
Stage 2,"(3406,)",['No recurse'],0.9565930963562561,0.9565846578779434
Stage 1,"(3514,)",Yes,0.9934832454727722,0.9934731788154113
Stage 2,"(3514,)",['No recurse'],0.9934832454727722,0.9934731788154113
Stage 1,"(3784,)",Yes,0.9889862538384033,0.9889787085709855
